cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice,isExCard,isParadoxPokemon,isPaldeanStarter,isSVBoxLegendary,isSecretNumber,isTrainerPokemon,isPromo,isMasterBall,isTerastal
Noibat,Noibat,gen6,090/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Noibat,Noibat,gen6,090/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Noibat (Master Ball Pattern),Noibat,gen6,090/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,masterball,False,False,False,False,False,1.4,0.336472,False,False,False,False,False,False,False,True,False
Noibat (Poke Ball Pattern),Noibat,gen6,090/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183,False,False,False,False,False,False,False,False,False
Noivern ex,Noivern,gen6,091/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Stage 1,Double Rare,Holofoil,none,False,False,False,False,False,0.68,-0.385662,True,False,False,False,False,False,False,False,False
Terapagos ex - 092/131,Terapagos,gen9,092/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Double Rare,Holofoil,none,True,False,False,False,False,0.7,-0.356675,True,False,False,True,False,False,False,False,True
Amarys - 093/131,Amarys,,093/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,True,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Amarys - 093/131,Amarys,,093/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,True,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Amarys - 093/131 (Poke Ball Pattern),Amarys,,093/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,True,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Area Zero Underdepths,,,094/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Area Zero Underdepths,,,094/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.25,-1.386294,False,False,False,False,False,False,False,False,False
Area Zero Underdepths (Poke Ball Pattern),,,094/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.35,-1.049822,False,False,False,False,False,False,False,False,False
Binding Mochi,,,095/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Binding Mochi,,,095/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Binding Mochi (Poke Ball Pattern),,,095/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333,False,False,False,False,False,False,False,False,False
Black Belt's Training - 096/131,Black Belt,,096/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Black Belt's Training - 096/131,Black Belt,,096/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Black Belt's Training - 096/131 (Poke Ball Pattern),Black Belt,,096/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Black Belt's Training - 097/131,Black Belt,,097/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Black Belt's Training - 097/131,Black Belt,,097/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Black Belt's Training - 097/131 (Poke Ball Pattern),Black Belt,,097/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Black Belt's Training - 098/131,Black Belt,,098/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Black Belt's Training - 098/131,Black Belt,,098/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Black Belt's Training - 098/131 (Poke Ball Pattern),Black Belt,,098/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.3,-1.203973,False,False,False,False,False,False,False,False,False
Black Belt's Training - 099/131,Black Belt,,099/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Black Belt's Training - 099/131,Black Belt,,099/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Black Belt's Training - 099/131 (Poke Ball Pattern),Black Belt,,099/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Briar,Briar,,100/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.05,-2.995732,False,False,False,False,False,False,False,False,False
Briar,Briar,,100/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Briar (Poke Ball Pattern),Briar,,100/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,True,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Buddy-Buddy Poffin,,,101/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Buddy-Buddy Poffin,,,101/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Buddy-Buddy Poffin (Poke Ball Pattern),,,101/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.61,-0.494296,False,False,False,False,False,False,False,False,False
Bug Catching Set,,,102/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Bug Catching Set,,,102/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Bug Catching Set (Poke Ball Pattern),,,102/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,2.14,0.760806,False,False,False,False,False,False,False,False,False
Carmine,Carmine,,103/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Carmine,Carmine,,103/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Carmine (Poke Ball Pattern),Carmine,,103/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,True,0.35,-1.049822,False,False,False,False,False,False,False,False,False
Ciphermaniac's Codebreaking,Ciphermaniac,,104/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Ciphermaniac's Codebreaking,Ciphermaniac,,104/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Ciphermaniac's Codebreaking (Poke Ball Pattern),Ciphermaniac,,104/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183,False,False,False,False,False,False,False,False,False
Crispin - 105/131,Crispin,,105/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Crispin - 105/131,Crispin,,105/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.3,-1.203973,False,False,False,False,False,False,False,False,False
Crispin - 105/131 (Poke Ball Pattern),Crispin,,105/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.5,-0.693147,False,False,False,False,False,False,False,False,False
Earthen Vessel,,,106/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Earthen Vessel,,,106/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Earthen Vessel (Poke Ball Pattern),,,106/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.34,-1.07881,False,False,False,False,False,False,False,False,False
Explorer's Guidance,Explorer,,107/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Explorer's Guidance,Explorer,,107/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Explorer's Guidance (Poke Ball Pattern),Explorer,,107/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Festival Grounds,,,108/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Festival Grounds,,,108/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Festival Grounds (Poke Ball Pattern),,,108/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.37,-0.994252,False,False,False,False,False,False,False,False,False
Friends in Paldea - 109/131,Friends in Paldea,,109/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Friends in Paldea - 109/131,Friends in Paldea,,109/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Friends in Paldea - 109/131 (Poke Ball Pattern),Friends in Paldea,,109/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Glass Trumpet,,,110/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Glass Trumpet,,,110/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Glass Trumpet (Poke Ball Pattern),,,110/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333,False,False,False,False,False,False,False,False,False
Haban Berry,,,111/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Haban Berry,,,111/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Haban Berry (Poke Ball Pattern),,,111/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Janine's Secret Art - 112/131,Janine,,112/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Janine's Secret Art - 112/131,Janine,,112/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Janine's Secret Art - 112/131 (Poke Ball Pattern),Janine,,112/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,True,0.29,-1.237874,False,False,False,False,False,False,False,False,False
Kieran - 113/131,Kieran,,113/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Kieran - 113/131,Kieran,,113/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Kieran - 113/131 (Poke Ball Pattern),Kieran,,113/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.34,-1.07881,False,False,False,False,False,False,False,False,False
Lacey - 114/131,Lacey,,114/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Lacey - 114/131,Lacey,,114/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Lacey - 114/131 (Poke Ball Pattern),Lacey,,114/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,True,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Larry's Skill - 115/131,Larry,,115/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Larry's Skill - 115/131,Larry,,115/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Larry's Skill - 115/131 (Poke Ball Pattern),Larry,,115/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Max Rod,,,116/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.95,-0.051293,False,False,False,False,False,False,False,False,False
Maximum Belt,,,117/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.58,-0.544727,False,False,False,False,False,False,False,False,False
Ogre's Mask,,,118/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Ogre's Mask,,,118/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Ogre's Mask (Poke Ball Pattern),,,118/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Prime Catcher,,,119/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.53,-0.634878,False,False,False,False,False,False,False,False,False
Professor Sada's Vitality,Professor Sada,,120/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Professor Sada's Vitality,Professor Sada,,120/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Professor Sada's Vitality (Poke Ball Pattern),Professor Sada,,120/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,True,0.25,-1.386294,False,False,False,False,False,False,False,False,False
Professor Turo's Scenario,Professor Turo,,121/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Professor Turo's Scenario,Professor Turo,,121/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.25,-1.386294,False,False,False,False,False,False,False,False,False
Professor Turo's Scenario (Poke Ball Pattern),Professor Turo,,121/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Oak],Professor Oak,,122/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Oak],Professor Oak,,122/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Oak] (Poke Ball Pattern),Professor Oak,,122/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Elm],Professor Elm,,123/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Elm],Professor Elm,,123/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Elm] (Poke Ball Pattern),Professor Elm,,123/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Rowan],Professor Rowan,,124/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Rowan],Professor Rowan,,124/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Rowan] (Poke Ball Pattern),Professor Rowan,,124/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.3,-1.203973,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Sycamore],Professor Sycamore,,125/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,True,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Sycamore],Professor Sycamore,,125/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,True,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Professor's Research [Professor Sycamore] (Poke Ball Pattern),Professor Sycamore,,125/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874,False,False,False,False,False,False,False,False,False
Rescue Board,,,126/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.03,-3.506558,False,False,False,False,False,False,False,False,False
Rescue Board,,,126/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Rescue Board (Poke Ball Pattern),,,126/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.25,-1.386294,False,False,False,False,False,False,False,False,False
Roto-Stick,,,127/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Common,Normal,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Roto-Stick,,,127/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Common,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Roto-Stick (Poke Ball Pattern),,,127/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Common,Holofoil,pokeball,False,False,False,False,False,0.3,-1.203973,False,False,False,False,False,False,False,False,False
Scoop Up Cyclone,,,128/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.38,-0.967584,False,False,False,False,False,False,False,False,False
Sparkling Crystal,,,129/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.41,-0.891598,False,False,False,False,False,False,False,False,False
Techno Radar,,,130/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.03,-3.506558,False,False,False,False,False,False,False,False,False
Techno Radar,,,130/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Techno Radar (Poke Ball Pattern),,,130/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333,False,False,False,False,False,False,False,False,False
Treasure Tracker,,,131/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.32,-1.139434,False,False,False,False,False,False,False,False,False
Amarys - 132/131,Amarys,,132/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,True,0.58,-0.544727,False,False,False,False,True,False,False,False,False
Atticus - 133/131,Atticus,,133/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.73,-0.314711,False,False,False,False,True,False,False,False,False
Atticus - 134/131,Atticus,,134/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.64,-0.446287,False,False,False,False,True,False,False,False,False
Brassius,Brassius,,135/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.55,-0.597837,False,False,False,False,True,False,False,False,False
Eri,Eri,,136/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,True,1.21,0.19062,False,False,False,False,True,False,False,False,False
Friends in Paldea - 137/131,Friends in Paldea,,137/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.06,0.058269,False,False,False,False,True,False,False,False,False
Giacomo,Giacomo,,138/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.66,-0.415515,False,False,False,False,True,False,False,False,False
Larry's Skill - 139/131,Larry,,139/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.13,0.122218,False,False,False,False,True,False,False,False,False
Mela,Mela,,140/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,True,0.83,-0.18633,False,False,False,False,True,False,False,False,False
Ortega,Ortega,,141/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.52,-0.653926,False,False,False,False,True,False,False,False,False
Raifort,Raifort,,142/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.67,-0.400478,False,False,False,False,True,False,False,False,False
Tyme,Tyme,,143/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,True,0.49,-0.71335,False,False,False,False,True,False,False,False,False
Leafeon ex - 144/131,Leafeon,gen4,144/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,True,False,299.41,5.701814,True,False,False,False,True,False,False,False,True
Teal Mask Ogerpon ex - 145/131,Teal Mask Ogerpon,gen9,145/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,22.04,3.092859,True,False,False,True,True,False,False,False,True
Flareon ex - 146/131,Flareon,gen1,146/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,True,False,185.56,5.223378,True,False,False,False,True,False,False,False,True
Ceruledge ex,Ceruledge,gen9,147/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,95.62,4.560382,True,False,False,False,True,False,False,False,True
Hearthflame Mask Ogerpon ex - 148/131,Hearthflame Mask Ogerpon,gen9,148/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,20.25,3.008155,True,False,False,True,True,False,False,False,True
Vaporeon ex - 149/131,Vaporeon,gen1,149/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,True,False,256.2,5.545958,True,False,False,False,True,False,False,False,True
