cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice
Drayton,Drayton,,172/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,17.76,2.876949
Janine's Secret Art - 173/131,Janine,,173/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,25.83,3.251537
Kieran - 174/131,Kieran,,174/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,20.42,3.016515
Lacey - 175/131,Lacey,,175/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,28.5,3.349904
Iron Leaves ex,Iron Leaves,gen9,176/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Hyper Rare,Holofoil,none,False,False,False,False,False,5.66,1.733424
Teal Mask Ogerpon ex - 177/131,Teal Mask Ogerpon,gen9,177/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Hyper Rare,Holofoil,none,True,False,False,False,False,9.02,2.199444
Walking Wake ex,Walking Wake,gen9,178/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Basic,Hyper Rare,Holofoil,none,False,False,False,False,False,6.82,1.919859
Pikachu ex - 179/131,Pikachu,gen1,179/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Lightning,Basic,Hyper Rare,Holofoil,none,False,False,False,False,False,59.07,4.078723
Terapagos ex - 180/131,Terapagos,gen9,180/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Hyper Rare,Holofoil,none,True,False,False,False,False,9.25,2.224624
Exeggcute (Poke Ball Pattern),Exeggcute,gen1,001/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874
Exeggutor (Poke Ball Pattern),Exeggutor,gen1,002/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183
Pinsir (Poke Ball Pattern),Pinsir,gen1,003/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874
Budew (Poke Ball Pattern),Budew,gen4,004/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.95,-0.051293
Leafeon (Poke Ball Pattern),Leafeon,gen4,005/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,1.38,0.322083
Cottonee (Poke Ball Pattern),Cottonee,gen5,007/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Whimsicott (Poke Ball Pattern),Whimsicott,gen5,008/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Rare,Holofoil,pokeball,False,False,False,False,False,0.25,-1.386294
Applin (Poke Ball Pattern),Applin,gen8,009/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.35,-1.049822
Dipplin (Poke Ball Pattern),Dipplin,gen9,010/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.37,-0.994252
Flareon (Poke Ball Pattern),Flareon,gen1,013/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,1.29,0.254642
Litleo (Poke Ball Pattern),Litleo,gen6,015/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Pyroar (Poke Ball Pattern),Pyroar,gen6,016/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Stage 1,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.24,-1.427116
Slowpoke (Poke Ball Pattern),Slowpoke,gen1,018/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.51,-0.673345
Slowking (Poke Ball Pattern),Slowking,gen2,019/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.24,-1.427116
Goldeen (Poke Ball Pattern),Goldeen,gen1,020/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183
Seaking (Poke Ball Pattern),Seaking,gen1,021/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874
Vaporeon (Poke Ball Pattern),Vaporeon,gen1,022/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,1.16,0.14842
Suicune (Poke Ball Pattern),Suicune,gen2,024/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Basic,Uncommon,Holofoil,pokeball,True,False,False,False,False,0.37,-0.994252
Glaceon (Poke Ball Pattern),Glaceon,gen4,025/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,1,0
Jolteon (Poke Ball Pattern),Jolteon,gen1,029/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Lightning,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,1.31,0.270027
Espeon (Poke Ball Pattern),Espeon,gen2,033/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,1.25,0.223144
Duskull (Poke Ball Pattern),Duskull,gen3,035/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.51,-0.673345
Dusclops (Poke Ball Pattern),Dusclops,gen3,036/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Common,Holofoil,pokeball,False,False,False,False,False,0.4,-0.916291
Dusknoir (Poke Ball Pattern),Dusknoir,gen4,037/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 2,Rare,Holofoil,pokeball,False,False,False,False,False,0.4,-0.916291
Spritzee (Poke Ball Pattern),Spritzee,gen6,038/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333
Aromatisse (Poke Ball Pattern),Aromatisse,gen6,039/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Sylveon (Poke Ball Pattern),Sylveon,gen6,040/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,1.58,0.457425
Scream Tail (Poke Ball Pattern),Scream Tail,gen9,042/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Flutter Mane (Poke Ball Pattern),Flutter Mane,gen9,043/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Rare,Holofoil,pokeball,False,False,False,False,False,0.3,-1.203973
Munkidori (Poke Ball Pattern),Munkidori,gen9,044/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Rare,Holofoil,pokeball,True,False,False,False,False,0.76,-0.274437
Fezandipiti (Poke Ball Pattern),Fezandipiti,gen9,045/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Rare,Holofoil,pokeball,True,False,False,False,False,0.29,-1.237874
Iron Boulder (Poke Ball Pattern),Iron Boulder,gen9,046/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Rare,Holofoil,pokeball,False,False,False,False,False,0.24,-1.427116
Larvitar (Poke Ball Pattern),Larvitar,gen2,047/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.33,-1.108663
Pupitar (Poke Ball Pattern),Pupitar,gen2,048/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Stage 1,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Groudon (Poke Ball Pattern),Groudon,gen3,049/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Basic,Rare,Holofoil,pokeball,True,False,False,False,False,0.32,-1.139434
Riolu (Poke Ball Pattern),Riolu,gen4,050/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.35,-1.049822
Hippopotas (Poke Ball Pattern),Hippopotas,gen4,052/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Hippowdon (Poke Ball Pattern),Hippowdon,gen4,053/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Stage 1,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Bloodmoon Ursaluna (Poke Ball Pattern),Bloodmoon Ursaluna,gen8,054/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Basic,Rare,Holofoil,pokeball,False,False,False,False,False,0.34,-1.07881
Great Tusk (Poke Ball Pattern),Great Tusk,gen9,055/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Basic,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333
Okidogi (Poke Ball Pattern),Okidogi,gen9,057/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fighting,Basic,Rare,Holofoil,pokeball,True,False,False,False,False,0.33,-1.108663
Umbreon (Poke Ball Pattern),Umbreon,gen2,059/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Darkness,Stage 1,Rare,Holofoil,pokeball,False,False,False,True,False,3.21,1.166271
Sneasel (Poke Ball Pattern),Sneasel,gen2,061/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Darkness,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Houndour (Poke Ball Pattern),Houndour,gen2,062/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Darkness,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Houndoom (Poke Ball Pattern),Houndoom,gen2,063/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Darkness,Stage 1,Common,Holofoil,pokeball,False,False,False,False,False,0.37,-0.994252
Roaring Moon (Poke Ball Pattern),Roaring Moon,gen9,065/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Darkness,Basic,Rare,Holofoil,pokeball,False,False,False,False,False,0.38,-0.967584
Bronzor (Poke Ball Pattern),Bronzor,gen4,066/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Metal,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Bronzong (Poke Ball Pattern),Bronzong,gen4,067/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Metal,Stage 1,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.2,-1.609438
Heatran (Poke Ball Pattern),Heatran,gen4,068/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Metal,Basic,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.21,-1.560648
Duraludon (Poke Ball Pattern),Duraludon,gen8,069/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Metal,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.39,-0.941609
Archaludon (Poke Ball Pattern),Archaludon,gen9,070/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Metal,Stage 1,Rare,Holofoil,pokeball,False,False,False,False,False,0.25,-1.386294
Dreepy (Poke Ball Pattern),Dreepy,gen8,071/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Dragon,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.94,-0.061875
Drakloak (Poke Ball Pattern),Drakloak,gen8,072/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Dragon,Stage 1,Common,Holofoil,pokeball,False,False,False,False,False,0.6,-0.510826
Eevee (Poke Ball Pattern),Eevee,gen1,074/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,True,False,1.53,0.425268
Hoothoot (Poke Ball Pattern),Hoothoot,gen2,077/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.32,-1.139434
Noctowl (Poke Ball Pattern),Noctowl,gen2,078/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Stage 1,Rare,Holofoil,pokeball,False,False,False,False,False,0.35,-1.049822
Dunsparce (Poke Ball Pattern),Dunsparce,gen2,079/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.36,-1.021651
Dudunsparce (Poke Ball Pattern),Dudunsparce,gen9,080/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Stage 1,Rare,Holofoil,pokeball,False,False,False,False,False,0.52,-0.653926
Miltank (Poke Ball Pattern),Miltank,gen2,081/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Buneary (Poke Ball Pattern),Buneary,gen4,083/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874
Lopunny (Poke Ball Pattern),Lopunny,gen4,084/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Stage 1,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Fan Rotom (Poke Ball Pattern),Fan Rotom,gen4,085/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.37,-0.994252
Regigigas (Poke Ball Pattern),Regigigas,gen4,086/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Holofoil,pokeball,True,False,False,False,False,0.31,-1.171183
Shaymin (Poke Ball Pattern),Shaymin,gen4,087/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Holofoil,pokeball,False,True,False,False,False,0.3,-1.203973
Furfrou (Poke Ball Pattern),Furfrou,gen6,088/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.25,-1.386294
Hawlucha (Poke Ball Pattern),Hawlucha,gen6,089/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874
Noibat (Poke Ball Pattern),Noibat,gen6,090/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Colorless,Basic,Common,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183
Amarys - 093/131 (Poke Ball Pattern),Amarys,,093/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.24,-1.427116
Area Zero Underdepths (Poke Ball Pattern),,,094/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.35,-1.049822
Binding Mochi (Poke Ball Pattern),,,095/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333
Black Belt's Training - 096/131 (Poke Ball Pattern),Black Belt,,096/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.22,-1.514128
Black Belt's Training - 097/131 (Poke Ball Pattern),Black Belt,,097/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Black Belt's Training - 098/131 (Poke Ball Pattern),Black Belt,,098/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.3,-1.203973
Black Belt's Training - 099/131 (Poke Ball Pattern),Black Belt,,099/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.22,-1.514128
Briar (Poke Ball Pattern),Briar,,100/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Buddy-Buddy Poffin (Poke Ball Pattern),,,101/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.61,-0.494296
Bug Catching Set (Poke Ball Pattern),,,102/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,2.14,0.760806
Carmine (Poke Ball Pattern),Carmine,,103/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.35,-1.049822
Ciphermaniac's Codebreaking (Poke Ball Pattern),Ciphermaniac,,104/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183
Crispin - 105/131 (Poke Ball Pattern),Crispin,,105/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.5,-0.693147
Earthen Vessel (Poke Ball Pattern),,,106/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.34,-1.07881
Explorer's Guidance (Poke Ball Pattern),Explorer,,107/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.22,-1.514128
Festival Grounds (Poke Ball Pattern),,,108/131,Prismatic Evolutions,Scarlet & Violet,trainer,Stadium,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.37,-0.994252
Friends in Paldea - 109/131 (Poke Ball Pattern),Friends in Paldea,,109/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Glass Trumpet (Poke Ball Pattern),,,110/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333
Haban Berry (Poke Ball Pattern),,,111/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Janine's Secret Art - 112/131 (Poke Ball Pattern),Janine,,112/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874
Kieran - 113/131 (Poke Ball Pattern),Kieran,,113/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.34,-1.07881
Lacey - 114/131 (Poke Ball Pattern),Lacey,,114/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Larry's Skill - 115/131 (Poke Ball Pattern),Larry,,115/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.26,-1.347074
Ogre's Mask (Poke Ball Pattern),,,118/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.23,-1.469676
Professor Sada's Vitality (Poke Ball Pattern),Professor Sada,,120/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.25,-1.386294
Professor Turo's Scenario (Poke Ball Pattern),Professor Turo,,121/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183
Professor's Research [Professor Oak] (Poke Ball Pattern),Professor Oak,,122/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.31,-1.171183
Professor's Research [Professor Elm] (Poke Ball Pattern),Professor Elm,,123/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.28,-1.272966
Professor's Research [Professor Rowan] (Poke Ball Pattern),Professor Rowan,,124/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.3,-1.203973
Professor's Research [Professor Sycamore] (Poke Ball Pattern),Professor Sycamore,,125/131,Prismatic Evolutions,Scarlet & Violet,trainer,Supporter,,Common,Holofoil,pokeball,False,False,False,False,False,0.29,-1.237874
Rescue Board (Poke Ball Pattern),,,126/131,Prismatic Evolutions,Scarlet & Violet,trainer,Tool,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.25,-1.386294
Roto-Stick (Poke Ball Pattern),,,127/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Common,Holofoil,pokeball,False,False,False,False,False,0.3,-1.203973
Techno Radar (Poke Ball Pattern),,,130/131,Prismatic Evolutions,Scarlet & Violet,trainer,Item,,Uncommon,Holofoil,pokeball,False,False,False,False,False,0.27,-1.309333
Exeggcute (Master Ball Pattern),Exeggcute,gen1,001/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,masterball,False,False,False,False,False,1.44,0.364643
Exeggutor (Master Ball Pattern),Exeggutor,gen1,002/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Holofoil,masterball,False,False,False,False,False,10.69,2.369309
Pinsir (Master Ball Pattern),Pinsir,gen1,003/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,masterball,False,False,False,False,False,1.21,0.19062
Budew (Master Ball Pattern),Budew,gen4,004/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,masterball,False,False,False,False,False,3.45,1.238374
Leafeon (Master Ball Pattern),Leafeon,gen4,005/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Rare,Holofoil,masterball,False,False,False,True,False,25.89,3.253857
Cottonee (Master Ball Pattern),Cottonee,gen5,007/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,masterball,False,False,False,False,False,1.22,0.198851
Whimsicott (Master Ball Pattern),Whimsicott,gen5,008/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Rare,Holofoil,masterball,False,False,False,False,False,10.88,2.386926
Applin (Master Ball Pattern),Applin,gen8,009/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Basic,Common,Holofoil,masterball,False,False,False,False,False,2.46,0.900161
Dipplin (Master Ball Pattern),Dipplin,gen9,010/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Holofoil,masterball,False,False,False,False,False,1.87,0.625938
Flareon (Master Ball Pattern),Flareon,gen1,013/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Stage 1,Rare,Holofoil,masterball,False,False,False,True,False,32.28,3.474448
Litleo (Master Ball Pattern),Litleo,gen6,015/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Basic,Common,Holofoil,masterball,False,False,False,False,False,1.36,0.307485
Pyroar (Master Ball Pattern),Pyroar,gen6,016/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Fire,Stage 1,Uncommon,Holofoil,masterball,False,False,False,False,False,1.19,0.173953
Slowpoke (Master Ball Pattern),Slowpoke,gen1,018/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Basic,Common,Holofoil,masterball,False,False,False,False,False,3.16,1.150572
Slowking (Master Ball Pattern),Slowking,gen2,019/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Uncommon,Holofoil,masterball,False,False,False,False,False,1.72,0.542324
Goldeen (Master Ball Pattern),Goldeen,gen1,020/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Basic,Common,Holofoil,masterball,False,False,False,False,False,1.83,0.604316
Seaking (Master Ball Pattern),Seaking,gen1,021/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Uncommon,Holofoil,masterball,False,False,False,False,False,2.01,0.698135
Vaporeon (Master Ball Pattern),Vaporeon,gen1,022/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Rare,Holofoil,masterball,False,False,False,True,False,21.7,3.077312
Suicune (Master Ball Pattern),Suicune,gen2,024/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Basic,Uncommon,Holofoil,masterball,True,False,False,False,False,11.48,2.440606
Glaceon (Master Ball Pattern),Glaceon,gen4,025/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Water,Stage 1,Rare,Holofoil,masterball,False,False,False,True,False,19.14,2.95178
Jolteon (Master Ball Pattern),Jolteon,gen1,029/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Lightning,Stage 1,Rare,Holofoil,masterball,False,False,False,True,False,23.55,3.159126
Espeon (Master Ball Pattern),Espeon,gen2,033/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Rare,Holofoil,masterball,False,False,False,True,False,24.91,3.215269
Duskull (Master Ball Pattern),Duskull,gen3,035/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Common,Holofoil,masterball,False,False,False,False,False,2.2,0.788457
Dusclops (Master Ball Pattern),Dusclops,gen3,036/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Common,Holofoil,masterball,False,False,False,False,False,1.71,0.536493
Dusknoir (Master Ball Pattern),Dusknoir,gen4,037/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 2,Rare,Holofoil,masterball,False,False,False,False,False,9.82,2.284421
Spritzee (Master Ball Pattern),Spritzee,gen6,038/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Common,Holofoil,masterball,False,False,False,False,False,1.05,0.04879
Aromatisse (Master Ball Pattern),Aromatisse,gen6,039/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Common,Holofoil,masterball,False,False,False,False,False,6.13,1.813195
Sylveon (Master Ball Pattern),Sylveon,gen6,040/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Stage 1,Rare,Holofoil,masterball,False,False,False,True,False,29.47,3.383373
Scream Tail (Master Ball Pattern),Scream Tail,gen9,042/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Uncommon,Holofoil,masterball,False,False,False,False,False,7.19,1.972691
Flutter Mane (Master Ball Pattern),Flutter Mane,gen9,043/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Rare,Holofoil,masterball,False,False,False,False,False,15.2,2.721295
Munkidori (Master Ball Pattern),Munkidori,gen9,044/131,Prismatic Evolutions,Scarlet & Violet,pokemon,Psychic,Basic,Rare,Holofoil,masterball,True,False,False,False,False,11.27,2.422144
